neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,max_income
0,21,40.6835,-73.9074,0,1,11,2.41,5,166,8466
1,28,40.78269,-73.95452,0,2,0,0.0,1,30,2550
1,19,40.72513,-73.98064,0,1,73,1.51,1,154,19250
2,140,40.78598,-73.77915,0,3,4,0.08,2,7,693
1,1,40.75388,-73.96727,1,2,109,5.95,1,53,6625
0,6,40.68285,-73.95112,1,4,10,0.24,1,1,100
1,11,40.73746,-74.00456,1,10,2,0.17,2,1,350
0,24,40.66089,-73.93993,0,2,81,1.79,4,131,8515
1,19,40.72821,-73.98633,0,"0    1
Name: minimum_nights, dtype: int64",0,0.0,8,310,19220
1,2,40.80745,-73.9418,1,2,1,0.04,1,1,650
0,6,40.68266,-73.91819,1,5,1,0.02,1,1,99
1,50,40.74119,-73.99168,1,14,4,0.06,1,5,1750
0,79,40.655,-74.00676,0,2,211,3.25,1,270,12150
1,2,40.80494,-73.95463,0,1,0,0.0,1,8,1200
0,12,40.70945,-73.95491,0,3,31,0.77,1,147,8820
1,14,40.74733,-73.99023,0,1,17,0.39,1,1,99
0,12,40.70907,-73.95054,1,2,1,1.0,1,346,207254
1,19,40.72627,-73.98303,1,4,180,3.22,1,269,53262
1,2,40.81703,-73.9525,0,2,8,0.29,3,98,6272
0,15,40.67061,-73.93151,0,2,112,4.91,1,5,190
0,96,40.68274,-74.0046,1,4,42,2.42,5,299,56810
1,5,40.74805,-73.97351,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,232,237,57354
0,12,40.70648,-73.95444,0,"0    1
Name: minimum_nights, dtype: int64",62,1.01,6,240,24000
0,29,40.67365,-73.96384,0,3,4,0.15,1,88,7040
1,28,40.77176,-73.94903,1,2,3,1.96,1,66,9900
1,8,40.79202,-73.96887,1,3,10,1.29,1,13,2275
0,12,40.71287,-73.96325,1,3,3,0.42,1,1,200
0,20,40.72325,-73.9432,0,4,1,0.03,1,1,59
0,13,40.68868,-73.97671,1,1,0,0.0,1,49,5243
0,54,40.65261,-73.94486,0,"0    1
Name: minimum_nights, dtype: int64",9,0.45,2,199,7562
0,21,40.69788,-73.922,1,5,3,0.25,1,1,140
2,106,40.58906,-73.79503,0,1,0,0.0,5,364,34580
1,18,40.8647,-73.92353,0,"0    1
Name: minimum_nights, dtype: int64",0,0.0,37,1,29
2,56,40.75615,-73.91281,0,"0    1
Name: minimum_nights, dtype: int64",2,0.08,4,341,10230
0,24,40.65621,-73.9562,0,3,5,1.03,4,1,40
1,7,40.75483,-73.99405,1,1,21,3.71,1,46,7176
0,21,40.69953,-73.92154,1,1,1,1.0,2,353,38830
2,121,40.6998,-73.89351,1,2,28,5.12,1,289,28611
0,17,40.66012,-73.98343,1,3,141,3.09,1,1,123
1,2,40.79962,-73.95359,0,3,0,0.0,1,1,125
2,95,40.68761,-73.84241,1,1,0,0.0,1,189,18900
0,21,40.69571,-73.91637,0,3,0,0.0,1,3,195
0,12,40.71398,-73.95763,0,2,220,2.17,2,8,552
2,152,40.65953,-73.76923,0,1,8,1.86,7,179,13425
0,96,40.68928,-73.99903,1,1,5,0.14,1,1,105
1,43,40.7071,-74.01556,1,2,0,0.0,1,365,109500
1,23,40.71686,-73.98346,0,4,0,0.0,1,1,90
0,6,40.67998,-73.9452,0,1,0,0.0,1,1,45
1,11,40.73705,-74.00966,1,1,3,3.0,1,344,342280
1,23,40.7191,-73.98866,1,3,67,0.92,1,85,6800
1,68,40.73318,-73.98436,1,3,103,4.02,1,17,2006
1,8,40.78789,-73.97679,0,5,0,0.0,1,1,50
1,52,40.73301,-73.99819,1,3,6,3.1,1,144,60480
0,21,40.70426,-73.92111,1,4,0,0.0,1,66,13200
1,23,40.71401,-73.98917,2,1,214,1.81,4,188,7520
2,129,40.69883,-73.85142,0,2,8,0.81,3,50,2250
1,23,40.72065,-73.99282,0,3,0,0.0,2,338,99710
0,16,40.6686,-73.98342,0,3,31,0.5,1,22,1430
0,12,40.71513,-73.94848,0,2,1,0.03,1,9,855
2,83,40.74908,-73.87961,2,1,0,0.0,2,341,9548
1,43,40.70713,-74.00483,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,327,342,34200
0,16,40.67732,-73.98225,1,2,214,2.08,2,263,39450
1,2,40.8173,-73.95571,0,1,0,0.0,1,180,21600
0,22,40.64717,-73.96189,0,1,64,0.96,3,362,24978
1,8,40.77849,-73.98527,1,"0    1
Name: minimum_nights, dtype: int64",16,0.35,1,363,135762
1,23,40.72009,-73.98631,0,2,1,0.03,1,1,50
1,28,40.76665,-73.95398,0,4,2,2.0,2,42,5880
0,20,40.73661,-73.95479,1,3,89,1.06,28,62,12338
1,1,40.7523,-73.97287,0,4,1,0.04,1,1,105
2,47,40.71157,-73.87619,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,1,280,23800
1,4,40.79149,-73.94658,0,5,0,0.0,1,1,80
2,37,40.76398,-73.82426,0,2,1,0.32,1,153,6120
1,2,40.80255,-73.95434,0,2,121,3.89,1,3,225
1,2,40.82385,-73.93947,0,3,0,0.0,1,70,5600
0,20,40.72406,-73.95044,1,"0    1
Name: minimum_nights, dtype: int64",3,0.16,4,261,48285
1,53,40.71737,-73.99861,1,2,2,0.18,1,1,400
0,113,40.69727,-73.98552,1,"0    1
Name: minimum_nights, dtype: int64",8,0.59,2,138,13386
0,21,40.68757,-73.91183,1,1,11,2.56,8,177,29382
1,43,40.70476,-74.01579,1,2,0,0.0,1,1,165
1,2,40.81507,-73.94419,0,3,0,0.0,1,362,23530
1,2,40.81652,-73.94914,0,5,7,2.73,8,335,72025
1,8,40.77974,-73.97973,1,4,2,0.71,1,7,1050
4,205,40.88805,-73.83248,1,15,0,0.0,1,89,8010
1,27,40.72795,-74.00454,1,2,22,0.66,2,333,119880
0,6,40.69258,-73.94063,1,3,4,0.34,1,1,200
0,15,40.67233,-73.93998,1,7,3,0.17,4,237,18486
1,14,40.74314,-73.99552,1,2,24,0.9,1,42,10500
1,45,40.80739,-73.95918,1,1,5,0.08,1,1,100
0,6,40.68392,-73.95265,0,"0    1
Name: minimum_nights, dtype: int64",1,0.65,1,282,11280
1,2,40.8091,-73.94241,0,1,3,0.1,3,1,89
1,19,40.72657,-73.98796,1,7,1,0.64,1,1,131
1,7,40.76315,-73.99235,1,1,29,2.79,1,1,200
0,6,40.6944,-73.95674,2,3,14,1.14,34,365,13870
2,56,40.75832,-73.91448,0,15,23,0.83,2,31,1457
1,101,40.70966,-74.01644,0,2,3,0.93,1,2,138
0,24,40.66079,-73.95693,0,3,47,0.84,3,76,3800
0,6,40.69445,-73.94459,0,3,3,0.08,1,1,50
1,8,40.79721,-73.96875,0,2,6,0.93,3,49,4851
1,4,40.79639,-73.93319,0,3,24,0.86,2,81,4455
0,12,40.70922,-73.94722,0,2,1,0.03,1,1,75
1,28,40.78284,-73.94825,1,2,1,0.02,1,341,86955
1,14,40.74423,-74.00111,1,1,105,3.87,1,98,9310
0,21,40.69092,-73.90443,0,1,0,0.0,1,1,30
0,12,40.71703,-73.94298,1,5,1,0.04,1,1,150
1,19,40.72576,-73.98691,1,2,11,0.3,1,1,200
1,45,40.809,-73.9661,1,5,3,0.1,1,25,3750
1,8,40.80003,-73.96123,0,14,2,0.61,12,146,10220
2,49,40.77031,-73.90793,0,2,10,0.89,2,53,3604
1,7,40.76615,-73.98882,1,2,7,7.0,1,22,5258
1,30,40.83559,-73.94095,0,2,13,0.15,1,1,60
0,21,40.6916,-73.90713,0,1,6,5.0,1,337,15165
1,8,40.80178,-73.96723,0,2,118,0.99,1,1,79
1,28,40.7827,-73.94537,1,5,1,0.05,1,1,125
0,12,40.70929,-73.9477,1,3,6,0.31,1,1,109
0,6,40.69944,-73.94527,0,2,71,2.69,2,309,14214
0,15,40.66916,-73.9371,0,1,8,0.48,1,1,32
1,5,40.74786,-73.97277,2,1,0,0.0,1,365,58400
1,14,40.74494,-73.99762,1,2,30,1.57,1,274,81926
1,1,40.75407,-73.96713,1,7,27,0.31,1,192,21120
1,28,40.77842,-73.95026,1,3,1,1.0,1,15,2025
0,6,40.69186,-73.94038,0,"0    1
Name: minimum_nights, dtype: int64",0,0.0,1,1,30
2,39,40.74701,-73.92314,0,2,5,0.12,1,1,60
1,2,40.82757,-73.94915,0,2,15,3.78,2,48,3072
1,7,40.75655,-73.9969,0,1,18,2.49,30,364,65156
4,177,40.83201,-73.89996,1,2,3,0.27,1,27,3780
0,6,40.68591,-73.93424,1,2,81,3.39,1,123,21402
0,13,40.69617,-73.97456,0,1,24,3.09,2,72,6408
1,52,40.72848,-74.00116,0,1,5,0.47,1,1,200
1,71,40.76263,-73.98271,1,4,0,0.0,1,1,240
0,24,40.65736,-73.96094,0,1,107,2.22,2,46,2530
0,13,40.68875,-73.9761,0,2,1,1.0,1,83,7470
0,117,40.62375,-73.96286,2,1,0,0.0,1,85,4250
0,6,40.68076,-73.91673,0,2,0,0.0,1,1,58
0,6,40.68439,-73.95231,1,4,106,2.23,1,282,38070
1,4,40.80827,-73.93813,1,3,103,3.61,2,32,3200
0,21,40.69217,-73.90768,0,"0    1
Name: minimum_nights, dtype: int64",14,0.23,6,88,4400
1,14,40.74135,-73.99507,1,2,59,1.38,1,39,16575
0,15,40.66959,-73.95664,0,4,37,0.6,2,1,52
1,8,40.80272,-73.96629,0,1,83,4.0,2,365,47085
2,183,40.65377,-73.73087,0,15,38,1.4,5,311,10885
1,2,40.81589,-73.94648,1,4,125,3.37,4,44,4840
0,12,40.71059,-73.9506,0,4,1,0.02,1,1,80
0,12,40.71412,-73.95895,1,"0    1
Name: minimum_nights, dtype: int64",7,0.17,2,67,40200
2,63,40.71865,-73.8538,0,"0    1
Name: minimum_nights, dtype: int64",6,0.17,4,1,69
0,12,40.7107,-73.94295,0,7,1,0.05,1,1,65
1,11,40.73312,-74.0042,1,4,153,1.66,4,246,73800
2,39,40.74706,-73.92076,1,1,1,0.03,1,1,100
1,14,40.74057,-73.99977,1,5,1,0.06,1,1,299
0,16,40.67326,-73.98077,1,7,1,0.02,1,8,1160
1,45,40.80442,-73.96338,1,5,3,0.06,1,1,145
0,6,40.69143,-73.93436,0,1,24,0.5,1,1,64
0,33,40.68257,-73.99626,1,2,2,0.06,1,64,10880
0,21,40.70489,-73.92558,0,"0    1
Name: minimum_nights, dtype: int64",0,0.0,3,325,25350
0,22,40.63624,-73.96365,0,4,2,0.05,3,1,39
2,95,40.67238,-73.83909,0,1,212,6.19,1,164,12300
0,12,40.71213,-73.95654,1,1,91,2.28,1,169,116610
1,28,40.77052,-73.96683,1,5,6,3.27,1,116,28884
3,86,40.58957,-74.07666,1,2,18,2.81,1,296,29600
1,19,40.72747,-73.98409,0,3,0,0.0,2,1,175
1,7,40.76699,-73.9848,1,1,4,0.14,1,1,130
2,31,40.74509,-73.89649,0,2,2,0.08,1,1,80
1,77,40.71633,-74.00521,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,232,321,136746
1,5,40.74853,-73.98192,1,1,66,1.33,1,67,21775
1,43,40.70421,-74.00962,1,4,8,1.19,1,38,19760
0,6,40.68908,-73.95545,0,2,171,5.26,3,57,3363
1,9,40.71382,-73.99769,0,6,2,0.05,1,1,75
0,21,40.69872,-73.93461,0,1,18,4.74,2,158,7742
1,14,40.73894,-73.9952,0,10,1,0.21,4,31,3069
2,49,40.77333,-73.9071,1,4,0,0.0,1,117,23400
1,1,40.74897,-73.98642,0,3,2,0.32,1,1,120
0,12,40.71279,-73.96037,0,2,262,5.41,2,226,20340
0,73,40.58624,-73.9448,0,1,5,5.0,3,85,4250
1,5,40.74676,-73.97682,1,"0    1
Name: minimum_nights, dtype: int64",3,0.1,31,107,16050
1,28,40.76999,-73.94928,1,1,89,3.72,1,1,95
0,21,40.7012,-73.92876,1,3,0,0.0,2,1,125
0,100,40.63601,-73.91503,0,1,1,0.07,2,365,40150
0,12,40.71701,-73.95685,1,5,14,0.41,1,1,250
1,2,40.81863,-73.95748,0,1,0,0.0,1,1,90
0,21,40.69972,-73.92362,0,3,0,0.0,1,1,80
1,4,40.80141,-73.93814,1,7,3,0.32,1,161,12075
1,11,40.73417,-74.00604,1,2,5,0.63,1,1,250
0,15,40.66884,-73.95957,0,1,120,6.77,1,8,320
1,4,40.80015,-73.94043,1,2,32,0.62,1,1,100
1,4,40.78774,-73.94627,0,"0    1
Name: minimum_nights, dtype: int64",0,0.0,1,1,73
0,21,40.69328,-73.92085,0,2,0,0.0,1,5,275
0,34,40.67869,-73.99197,1,8,7,0.14,1,1,135
0,12,40.70956,-73.95328,0,"0    1
Name: minimum_nights, dtype: int64",3,0.06,1,1,45
2,49,40.77673,-73.90993,0,2,8,0.2,2,229,9160
0,29,40.67758,-73.97123,0,1,168,4.91,13,309,12360
0,6,40.68443,-73.93167,1,2,5,2.94,1,86,16340
0,22,40.64569,-73.95938,0,2,0,0.0,1,1,42
1,19,40.72728,-73.98865,0,14,13,0.65,1,27,2025
1,1,40.75198,-73.97266,0,3,3,0.1,12,365,291635
1,28,40.76374,-73.96583,1,1,0,0.0,1,1,200
1,30,40.85153,-73.93815,1,3,0,0.0,1,1,150
1,1,40.76427,-73.97618,0,1,1,1.0,14,349,130875
0,22,40.65305,-73.95818,1,5,1,0.02,1,1,80
1,7,40.75259,-73.9942,1,1,3,3.0,1,52,11440
1,43,40.70826,-74.00475,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,327,343,37730
1,1,40.74596,-73.98195,1,"0    1
Name: minimum_nights, dtype: int64",4,0.14,31,126,13860
2,39,40.73607,-73.92439,0,3,1,0.08,1,1,52
1,4,40.79733,-73.93695,0,2,0,0.0,1,1,75
1,4,40.8025,-73.93775,1,6,32,1.73,2,251,50200
1,19,40.72272,-73.98379,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,232,330,103620
0,29,40.68001,-73.96557,1,5,6,0.34,1,177,141600
0,6,40.69098,-73.92622,0,2,2,0.06,1,1,40
1,1,40.76641,-73.98163,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,121,189,41391
2,126,40.73829,-73.89586,0,1,12,9.47,4,233,11650
1,43,40.70563,-74.00878,1,3,9,0.19,1,1,275
2,56,40.76219,-73.9237,0,1,2,0.12,1,1,60
0,24,40.66362,-73.94926,1,5,19,0.28,1,1,80
1,8,40.78587,-73.97589,1,2,18,2.09,1,1,140
0,21,40.70034,-73.9284,0,7,100,4.97,3,25,1875
0,21,40.69997,-73.91666,0,4,1,0.04,1,55,3850
2,129,40.69298,-73.86396,0,1,6,6.0,8,288,14400
1,14,40.74855,-74.00074,2,1,19,4.45,1,208,13520
0,6,40.67989,-73.94298,0,2,16,0.52,1,311,17105
1,11,40.73151,-74.00528,1,4,17,1.86,1,32,48000
1,19,40.72901,-73.98621,1,2,22,0.91,1,165,41250
1,8,40.80066,-73.96813,0,1,0,0.0,1,173,86500
0,20,40.7284,-73.94983,1,3,0,0.0,1,1,200
1,2,40.8273,-73.94952,0,2,4,1.94,2,76,4180
1,2,40.82771,-73.9499,0,4,2,0.25,2,1,65
0,12,40.72034,-73.95626,1,3,2,0.4,1,2,200
2,39,40.74215,-73.92633,1,5,91,3.48,2,57,11343
0,12,40.71664,-73.94534,1,15,0,0.0,1,35,10500
0,54,40.65059,-73.94506,0,3,1,0.11,1,179,16110
2,46,40.68684,-73.79921,1,2,13,2.36,1,87,6960
0,100,40.63491,-73.91163,1,2,17,1.23,1,179,16468
0,29,40.67553,-73.96376,1,3,11,0.19,1,21,7350
1,52,40.73046,-73.99562,1,1,0,0.0,1,1,6000
0,32,40.69304,-73.99328,1,7,5,0.14,1,1,250
0,15,40.67476,-73.95312,0,2,8,2.2,2,162,19440
1,19,40.72458,-73.98822,1,5,3,0.22,1,12,2472
2,31,40.74267,-73.90354,0,"0    1
Name: minimum_nights, dtype: int64",1,0.1,37,1,41
1,52,40.73109,-73.99411,1,3,7,0.15,1,1,190
1,18,40.86345,-73.92039,0,4,160,1.89,2,79,4345
0,15,40.66427,-73.95771,0,2,1,0.03,1,1,160
2,87,40.72364,-73.85605,0,1,0,0.0,1,341,34100
0,12,40.7041,-73.93415,1,1,2,0.23,1,4,1000
1,2,40.82375,-73.95379,0,2,28,1.75,2,53,3604
0,15,40.67763,-73.94581,1,5,3,0.12,2,22,8250
0,15,40.67578,-73.95606,1,5,9,0.47,1,1,100
1,14,40.74369,-73.99571,1,2,5,0.14,1,1,225
0,6,40.68422,-73.95907,0,7,2,0.11,1,1,42
0,79,40.64577,-74.00532,1,7,6,0.17,1,1,90
0,6,40.68145,-73.93132,1,"0    1
Name: minimum_nights, dtype: int64",2,0.11,1,43,3139
2,63,40.71984,-73.83969,0,2,28,3.05,5,205,15990
1,2,40.82049,-73.94505,0,1,21,4.09,4,351,26325
3,89,40.62349,-74.07596,1,1,108,2.78,1,298,49170
1,2,40.7997,-73.9534,1,3,0,0.0,1,83,49800
1,2,40.82943,-73.94728,0,2,18,3.05,2,197,8865
1,9,40.71602,-73.99293,0,1,1,0.04,1,1,180
1,28,40.77635,-73.94813,1,2,42,0.86,2,35,31080
1,2,40.82747,-73.94224,0,3,42,1.78,2,252,11340
0,22,40.64602,-73.95964,1,"0    1
Name: minimum_nights, dtype: int64",11,0.21,1,211,14770
2,44,40.70594,-73.91453,0,1,6,0.4,1,11,539
1,30,40.84764,-73.93875,2,1,31,0.4,1,364,36400
0,20,40.72458,-73.94122,0,3,3,0.16,1,1,43
0,34,40.67688,-73.9859,1,7,9,0.1,1,1,100
0,38,40.68993,-73.99204,1,7,1,0.81,1,14,2114
0,6,40.67838,-73.92349,0,1,3,3.0,2,176,10560
0,21,40.69639,-73.93246,0,3,1,0.07,1,1,50
0,12,40.7203,-73.95739,1,1,0,0.0,1,1,500
1,45,40.80414,-73.96498,1,1,23,1.37,1,3,435
0,90,40.63921,-74.02474,1,3,19,2.75,1,52,4680
1,1,40.74197,-73.98328,1,"0    1
Name: minimum_nights, dtype: int64",1,0.08,4,177,35223
1,68,40.73502,-73.98612,1,3,0,0.0,1,1,280
1,19,40.72268,-73.98215,1,4,2,0.08,1,16,2800
1,7,40.75654,-74.00012,1,1,5,5.0,1,86,15222
0,20,40.72104,-73.94805,1,5,77,1.89,2,6,1650
1,23,40.71429,-73.98755,0,2,14,0.38,1,1,59
0,21,40.69968,-73.93588,0,1,4,0.61,1,1,85
0,6,40.69351,-73.95161,0,10,1,0.14,1,365,21900
0,22,40.65146,-73.96634,1,5,19,0.39,1,1,120
0,12,40.71607,-73.96365,1,3,16,1.05,1,41,10250
1,2,40.82521,-73.94037,1,2,2,0.27,1,1,97
0,15,40.67725,-73.95994,0,5,3,0.06,3,1,79
1,2,40.82565,-73.94815,0,2,5,0.79,4,178,16910
1,4,40.78535,-73.94268,0,2,12,1.64,1,176,17424
0,12,40.71094,-73.94907,1,2,1,0.2,1,1,121
1,28,40.77823,-73.95127,1,"0    1
Name: minimum_nights, dtype: int64",9,0.39,33,333,78255
2,63,40.73134,-73.8521,1,2,6,0.93,1,168,29400
1,2,40.82669,-73.94281,0,2,7,0.08,1,1,55
0,12,40.7146,-73.94167,2,1,1,0.54,2,365,45625
0,22,40.6531,-73.96184,0,2,5,0.53,2,86,7568
1,23,40.71854,-73.98362,0,2,2,0.07,1,1,250
0,12,40.71273,-73.96478,0,3,0,0.0,1,1,150
0,29,40.67817,-73.97152,1,3,1,0.14,2,188,37600
2,81,40.74297,-73.87508,1,2,1,0.29,1,1,62
1,19,40.72783,-73.98904,1,3,5,0.14,1,1,150
1,43,40.70781,-74.00525,1,"0    1
Name: minimum_nights, dtype: int64",1,1.0,327,339,60681
1,19,40.72435,-73.98461,1,2,6,0.14,1,1,125
1,27,40.72391,-74.00658,1,4,9,0.53,1,1,75
0,12,40.71137,-73.94362,0,2,273,2.85,1,254,25400
1,18,40.85981,-73.92835,0,3,78,2.87,1,260,10400
1,7,40.76412,-73.98771,0,3,0,0.0,1,173,21625
2,25,40.7529,-73.92985,0,2,26,0.33,3,249,15687
0,117,40.61565,-73.96602,1,2,22,2.22,2,83,12367
0,38,40.68589,-73.99102,1,3,38,0.8,3,249,39840
1,7,40.75796,-73.99625,0,1,1,0.43,10,345,57270
1,23,40.71323,-73.99063,1,1,13,8.48,1,213,53250
0,12,40.71817,-73.94289,0,2,24,1.18,2,53,3445
2,44,40.69729,-73.90571,0,1,22,1.53,7,59,2950
1,2,40.82198,-73.95771,0,2,26,1.17,2,355,30175
1,51,40.76314,-73.94864,1,1,21,3.41,1,1,100
1,8,40.78629,-73.98056,1,7,0,0.0,1,1,200
1,68,40.73166,-73.98299,0,3,6,0.27,1,1,87
2,95,40.68892,-73.83834,0,1,0,0.0,1,363,39930
1,19,40.72228,-73.9838,1,3,21,0.44,1,1,250
1,5,40.74807,-73.98091,0,1,0,0.0,1,1,125
0,16,40.67157,-73.9852,1,7,42,0.61,1,365,53655
0,17,40.65777,-73.97487,1,1,15,1.56,2,269,28245
2,126,40.74165,-73.90603,0,1,0,0.0,2,62,3100
1,23,40.71983,-73.98801,1,5,8,0.16,1,1,140
0,54,40.66098,-73.92382,0,1,1,0.12,1,1,77
1,28,40.77565,-73.95086,1,2,0,0.0,1,1,150
0,54,40.66093,-73.93893,0,1,18,2.48,1,175,12075
1,14,40.74438,-74.00178,1,3,2,0.05,1,1,150
1,77,40.71991,-74.00641,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,1,342,427500
1,19,40.72401,-73.98154,0,"0    1
Name: minimum_nights, dtype: int64",3,0.3,2,34,1700
2,49,40.77922,-73.90861,0,3,49,3.68,1,11,550
1,28,40.76897,-73.95375,0,4,0,0.0,1,1,54
1,9,40.71329,-73.99602,1,2,4,0.28,1,1,162
0,22,40.6392,-73.96499,1,2,1,1.0,2,32,2400
0,6,40.6972,-73.93613,0,2,6,0.86,1,84,6300
1,45,40.8098,-73.95722,1,"0    1
Name: minimum_nights, dtype: int64",1,0.02,1,1,83
0,33,40.68592,-73.99285,0,2,0,0.0,1,1,188
1,77,40.71798,-74.01253,1,7,0,0.0,1,1,95
0,21,40.69994,-73.92378,1,5,89,2.02,2,72,9288
1,7,40.75941,-73.99179,1,7,0,0.0,1,77,18403
1,19,40.7211,-73.97966,1,1,14,0.89,1,1,125
1,19,40.72603,-73.98469,0,2,5,0.3,2,1,149
0,12,40.7197,-73.95745,1,3,3,0.24,1,1,209
0,21,40.69572,-73.9293,0,2,3,0.1,1,83,7055
1,2,40.82673,-73.94633,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,1,32,2400
0,12,40.70578,-73.94324,0,2,36,2.85,1,49,3381
0,70,40.66769,-73.88421,1,4,50,2.57,1,89,14151
0,20,40.73824,-73.9537,0,2,6,0.27,1,364,36036
2,25,40.76322,-73.93334,1,1,206,5.25,2,304,30400
1,27,40.72675,-74.00757,0,3,49,1.44,1,322,72450
0,54,40.65226,-73.95166,0,2,60,2.63,4,9,432
1,7,40.76535,-73.99252,1,5,0,0.0,3,9,1791
1,45,40.80723,-73.96222,0,5,18,0.72,1,157,7850
2,56,40.76681,-73.9285,0,3,0,0.0,2,1,75
1,19,40.72352,-73.98277,0,2,11,1.21,1,1,100
1,26,40.74477,-73.98004,1,6,0,0.0,1,1,133
0,13,40.68436,-73.9735,0,2,0,0.0,1,1,65
2,56,40.76856,-73.91828,1,5,1,0.03,1,1,70
1,4,40.78499,-73.94588,1,1,15,5.11,1,152,24168
2,85,40.68993,-73.75695,0,1,23,12.11,1,356,17800
0,111,40.63531,-74.00522,0,1,1,1.0,6,360,27000
1,7,40.76022,-73.99253,1,2,11,3.63,1,247,97565
2,56,40.76583,-73.92878,1,1,0,0.0,1,1,75
2,49,40.77864,-73.91445,0,1,90,4.13,2,100,4700
1,26,40.73967,-73.98041,1,13,3,0.05,1,166,33200
0,24,40.65591,-73.94352,0,2,9,0.83,4,132,6468
2,49,40.78028,-73.91477,1,3,5,0.14,1,1,90
0,3,40.69513,-73.96245,1,3,0,0.0,1,1,90
1,8,40.79487,-73.96555,1,3,3,0.11,1,1,100
1,19,40.72728,-73.98954,0,7,25,1.1,2,42,2520
0,6,40.68272,-73.9303,1,2,0,0.0,4,89,15130
1,64,40.72291,-73.9945,1,3,6,0.14,1,1,175
0,21,40.69835,-73.91644,0,2,57,2.68,3,18,900
0,6,40.67902,-73.94747,1,"0    1
Name: minimum_nights, dtype: int64",7,0.16,1,1,80
1,1,40.75794,-73.96959,1,8,12,0.44,1,1,141
0,0,40.64028,-73.97396,0,4,5,0.1,2,1,45
0,12,40.71114,-73.96153,0,14,0,0.0,1,139,9730
1,14,40.74729,-73.98957,0,1,162,8.68,3,312,35880
1,19,40.72291,-73.98447,0,2,1,1.0,4,338,42250
3,41,40.64579,-74.08027,0,4,61,2.81,6,178,5162
0,12,40.71293,-73.95946,1,1,7,0.19,1,1,160
0,21,40.70035,-73.92366,0,"0    1
Name: minimum_nights, dtype: int64",0,0.0,1,1,45
2,49,40.77638,-73.91308,1,"0    1
Name: minimum_nights, dtype: int64",2,0.42,2,85,7225
0,38,40.68558,-73.9815,0,3,1,0.02,1,1,110
0,13,40.68812,-73.97545,1,"0    1
Name: minimum_nights, dtype: int64",1,0.1,1,188,37600
1,1,40.75625,-73.96416,0,2,6,2.69,4,297,35343
0,6,40.68279,-73.91947,1,2,42,3.19,1,26,3640
1,9,40.71333,-73.9916,0,"0    1
Name: minimum_nights, dtype: int64",1,0.03,1,359,24771
2,44,40.6997,-73.90243,0,3,8,0.22,1,81,6075
0,12,40.72022,-73.96055,0,3,5,0.1,1,1,60
1,14,40.75426,-73.99848,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,1,255,35700
0,33,40.68129,-73.99426,1,1,2,0.04,1,1,110
0,21,40.69362,-73.90727,0,3,7,1.74,3,79,4345
0,3,40.69143,-73.96079,0,4,21,2.31,1,12,1296
0,15,40.67025,-73.95009,1,6,0,0.0,1,1,84
0,21,40.69938,-73.93342,0,1,75,7.28,1,64,4800
1,28,40.76715,-73.95857,1,3,29,1.15,1,1,118
1,7,40.75622,-73.99405,0,1,12,1.19,1,89,8900
1,1,40.76465,-73.98155,0,2,0,0.0,1,38,13300
1,5,40.744,-73.97359,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,23,327,98100
1,64,40.72131,-73.99429,1,2,94,1.98,2,272,80240
0,17,40.65086,-73.97757,0,2,0,0.0,2,1,65
1,8,40.79106,-73.96785,1,7,2,0.65,1,1,123
1,19,40.72681,-73.98534,1,3,67,1.31,1,51,10812
1,28,40.77448,-73.96102,1,"0    1
Name: minimum_nights, dtype: int64",2,0.06,96,281,49175
1,4,40.79,-73.94728,1,2,11,1.49,1,1,160
0,12,40.70803,-73.94255,1,3,3,1.32,1,249,29382
1,30,40.83587,-73.93734,0,2,19,0.78,1,1,28
0,12,40.71876,-73.96253,1,6,1,0.04,1,1,250
0,20,40.72317,-73.94635,2,3,15,0.78,5,301,10535
1,28,40.76105,-73.96294,0,1,27,3.45,1,1,80
1,28,40.76607,-73.96165,1,"0    1
Name: minimum_nights, dtype: int64",1,0.15,1,1,135
1,2,40.81599,-73.94676,1,1,20,0.36,3,345,45885
1,23,40.71838,-73.99149,0,1,135,4.3,1,8,680
2,126,40.72075,-73.89496,0,1,60,1.57,3,346,20068
0,24,40.66171,-73.94417,0,1,85,8.64,2,1,49
0,6,40.6946,-73.94429,1,2,112,4.22,2,258,28122
0,20,40.72699,-73.9581,1,2,16,0.57,1,302,72480
0,21,40.69634,-73.91323,2,3,32,1.86,3,104,4472
0,6,40.68373,-73.93056,1,2,2,0.14,1,1,85
1,1,40.74903,-73.98528,1,1,7,1.1,1,1,375
