neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,max_income
0,54,40.64601,-73.94886,2,"0    1
Name: minimum_nights, dtype: int64",8,0.18,7,343,8575
0,12,40.70505,-73.92937,1,3,0,0.0,1,345,84180
1,11,40.73613,-74.00711,1,"0    1
Name: minimum_nights, dtype: int64",2,0.08,1,365,80300
1,23,40.71769,-73.98801,0,1,1,0.02,1,1,125
1,2,40.81616,-73.93885,0,2,3,0.08,2,363,26862
0,82,40.57536,-73.96523,0,"0    1
Name: minimum_nights, dtype: int64",1,0.23,1,342,13680
0,6,40.68719,-73.95298,0,3,2,0.11,2,1,60
4,205,40.89124,-73.83423,1,2,59,4.33,1,328,48872
0,12,40.70878,-73.96061,1,1,13,1.22,2,1,125
3,93,40.63167,-74.07971,0,1,37,1.56,4,89,3827
1,2,40.82191,-73.95736,1,14,3,0.05,3,1,109
4,59,40.86664,-73.89844,0,1,26,5.23,1,1,70
0,6,40.68378,-73.95592,1,2,64,2.51,1,32,34144
2,63,40.72573,-73.85292,0,2,8,0.4,1,1,45
2,31,40.74588,-73.89721,0,4,4,0.43,1,1,45
1,5,40.74535,-73.9764,1,2,6,1.94,1,1,120
1,101,40.71756,-74.01659,1,7,0,0.0,1,12,7800
2,81,40.74403,-73.88167,0,6,50,2.56,5,257,14906
0,16,40.6718,-73.98251,0,2,57,3.08,1,354,67260
0,15,40.67145,-73.93007,0,5,6,0.28,1,1,55
1,2,40.80819,-73.94729,0,3,0,0.0,1,362,36200
1,68,40.73536,-73.98433,1,7,7,0.23,1,1,145
2,112,40.76731,-73.76288,1,1,6,0.53,1,179,20585
1,18,40.85888,-73.92886,0,4,229,2.45,1,26,1846
0,13,40.68854,-73.97789,1,2,4,0.13,1,1,85
1,8,40.78196,-73.97764,0,1,17,0.69,1,1,54
1,19,40.72198,-73.97678,0,1,1,1.0,1,1,97
1,19,40.73046,-73.98643,1,7,1,0.02,1,1,250
2,118,40.76813,-73.84542,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,1,121,7260
2,126,40.73183,-73.89787,0,1,4,0.56,1,137,6850
0,35,40.62598,-73.92509,1,3,2,0.05,1,161,20125
0,100,40.646,-73.90189,0,2,35,3.85,4,176,10384
2,39,40.74244,-73.91676,1,1,41,0.59,2,177,16815
1,14,40.74558,-74.00325,1,2,2,0.18,1,1,260
1,19,40.7268,-73.98027,0,1,0,0.0,1,1,89
0,54,40.65255,-73.9454,0,2,5,0.35,2,40,3000
0,6,40.6792,-73.91411,0,2,4,2.14,5,164,9512
2,61,40.71131,-73.74623,1,1,34,6.46,1,170,11730
1,43,40.7049,-74.00617,1,"0    1
Name: minimum_nights, dtype: int64",5,0.22,1,203,17458
0,3,40.68227,-73.96486,0,2,9,0.89,1,17,2975
2,46,40.68158,-73.7755,0,1,0,0.0,3,364,27300
1,23,40.72202,-73.98922,1,2,16,1.55,1,2,290
1,2,40.82088,-73.95628,0,2,12,0.31,2,1,50
2,44,40.70286,-73.90649,0,3,62,2.76,1,291,20661
1,4,40.78983,-73.94419,0,1,73,3.32,2,34,2210
0,29,40.67786,-73.97166,0,2,0,0.0,1,1,60
1,7,40.7637,-73.98985,0,17,24,0.45,1,86,5590
1,30,40.84393,-73.94065,0,2,142,3.55,1,80,6640
2,25,40.74117,-73.94904,0,5,17,0.61,1,112,8400
1,19,40.72367,-73.98244,1,2,2,0.32,1,2,350
1,30,40.85304,-73.93555,1,2,0,0.0,1,1,88
0,13,40.68906,-73.97763,0,"0    1
Name: minimum_nights, dtype: int64",0,0.0,43,361,19494
0,79,40.63863,-74.01916,1,14,1,0.05,1,1,88
0,12,40.70829,-73.95682,1,1,0,0.0,1,1,90
0,12,40.71879,-73.95993,0,1,11,5.59,2,58,5220
1,2,40.83233,-73.94562,0,2,66,3.28,3,49,2303
1,1,40.7421,-73.98319,1,4,59,1.56,1,37,8880
1,7,40.76503,-73.98827,0,2,6,0.26,1,1,102
1,14,40.73916,-73.99471,1,14,1,0.15,1,16,1360
1,43,40.70587,-74.00685,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,96,332,55444
0,33,40.67615,-74.00004,0,3,47,1.4,1,308,24640
2,49,40.77202,-73.91292,0,2,26,2.49,1,112,6720
0,12,40.71999,-73.9417,0,2,6,0.45,1,1,60
2,63,40.72064,-73.83746,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,1,364,855400
0,10,40.66045,-73.98057,0,2,25,1.06,1,1,75
1,11,40.73113,-74.00314,1,4,1,0.03,1,1,120
1,1,40.75218,-73.97217,1,1,0,0.0,1,1,149
0,12,40.70538,-73.94314,0,2,0,0.0,1,6,390
1,5,40.74591,-73.97843,1,4,7,0.52,1,166,33200
1,2,40.8261,-73.95074,0,3,8,0.15,1,1,50
0,40,40.70416,-73.98539,0,2,146,4.52,1,62,6510
1,1,40.74874,-73.98495,0,1,9,0.48,3,1,199
1,11,40.73182,-74.01,1,4,4,0.1,1,1,165
2,39,40.74,-73.91901,0,"0    1
Name: minimum_nights, dtype: int64",31,0.32,3,161,5313
1,23,40.71818,-73.9935,1,1,6,0.12,1,1,249
0,54,40.65694,-73.92728,0,"0    1
Name: minimum_nights, dtype: int64",13,0.48,3,37,5106
1,2,40.82096,-73.9531,0,2,1,0.05,1,1,55
1,30,40.8415,-73.9375,0,2,6,2.54,1,1,55
1,7,40.76557,-73.99174,0,1,56,5.81,1,4,480
1,8,40.78461,-73.97801,1,1,6,0.68,1,62,12338
0,12,40.71147,-73.96745,0,1,1,0.02,1,1,70
0,6,40.69886,-73.94617,0,1,1,0.02,1,1,45
0,12,40.70973,-73.96056,0,1,0,0.0,1,1,100
2,125,40.7261,-73.72173,0,1,0,0.0,1,365,27375
1,52,40.73104,-73.99831,0,3,1,0.04,1,1,80
2,154,40.57491,-73.84962,1,1,32,3.02,2,324,64800
1,5,40.74532,-73.97534,2,2,2,1.43,3,358,15394
1,60,40.71208,-73.9941,0,1,28,5.53,3,359,33387
1,2,40.80542,-73.9455,1,3,1,0.03,1,1,90
2,103,40.75891,-73.87819,1,1,59,4.18,1,150,9000
1,19,40.73031,-73.98018,1,3,7,0.91,1,4,580
1,7,40.76942,-73.99163,0,1,38,4.37,1,16,1920
1,8,40.77769,-73.97953,0,10,0,0.0,1,1,61
1,30,40.84377,-73.93666,0,1,18,6.07,1,305,18300
1,28,40.78093,-73.95175,0,1,9,0.23,1,90,31500
0,12,40.7043,-73.94285,1,2,1,1.0,1,338,67600
1,30,40.85296,-73.93527,1,7,27,0.78,1,294,43218
1,28,40.78537,-73.95037,1,4,3,0.48,1,11,5500
2,63,40.73437,-73.8502,1,3,9,0.39,6,1,278
1,43,40.70402,-74.01572,0,2,11,0.66,2,58,6960
1,8,40.77684,-73.97979,1,5,2,0.04,1,1,175
0,20,40.72536,-73.95581,0,1,40,3.12,7,59,6018
0,54,40.65454,-73.91569,1,1,187,8.75,1,318,38160
2,81,40.737,-73.87444,0,1,63,0.89,2,341,18755
1,19,40.72598,-73.97778,0,1,184,2.86,2,59,4956
2,83,40.75193,-73.89085,0,4,2,0.03,1,1,50
2,44,40.70022,-73.91012,0,1,57,4.31,1,284,25560
1,43,40.70544,-74.00641,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,96,333,73926
0,12,40.7199,-73.95828,0,1,5,0.2,2,111,13764
0,22,40.64066,-73.9664,0,5,3,0.16,1,1,45
0,12,40.70901,-73.9676,1,4,2,0.32,1,161,48300
0,35,40.62776,-73.94137,1,2,97,8.87,2,7,455
1,11,40.73001,-74.00562,1,"0    1
Name: minimum_nights, dtype: int64",1,0.2,1,1,150
1,28,40.76163,-73.96319,1,1,0,0.0,1,22,3542
0,6,40.68138,-73.95018,1,2,216,3.61,1,321,31779
1,28,40.77281,-73.95822,1,2,0,0.0,1,1,175
2,25,40.74854,-73.94908,0,"0    1
Name: minimum_nights, dtype: int64",0,0.0,2,66,4950
0,17,40.65459,-73.97475,1,2,14,0.42,1,1,267
2,83,40.74691,-73.89193,0,2,3,0.29,1,88,7568
0,6,40.68037,-73.92029,1,2,5,0.28,1,1,79
2,81,40.73878,-73.87711,0,"0    1
Name: minimum_nights, dtype: int64",0,0.0,37,1,32
1,2,40.82885,-73.9412,0,1,1,0.47,3,72,4464
1,7,40.75546,-73.99582,1,3,31,1.98,2,4,720
4,182,40.85539,-73.88769,0,1,3,3.0,2,359,24771
0,20,40.73039,-73.95434,1,7,2,0.32,1,20,5400
0,6,40.68271,-73.94295,1,2,205,3.26,1,294,41160
1,30,40.83255,-73.94411,0,1,0,0.0,1,1,38
1,5,40.74819,-73.976,1,"0    1
Name: minimum_nights, dtype: int64",3,0.14,50,180,27000
0,13,40.68601,-73.97813,1,1,0,0.0,1,1,175
1,5,40.74825,-73.98101,1,3,3,3.0,1,158,37762
1,2,40.81619,-73.93798,1,1,2,0.05,1,1,77
0,21,40.69023,-73.91621,1,3,19,1.13,4,272,108528
0,90,40.63328,-74.01978,1,1,41,3.63,2,139,20155
0,20,40.72545,-73.94039,1,"0    1
Name: minimum_nights, dtype: int64",2,0.06,52,358,53342
0,15,40.6682,-73.95261,1,3,36,2.65,1,332,49800
0,111,40.63522,-74.00596,2,1,0,0.0,10,352,12320
1,19,40.7295,-73.98327,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,4,151,20083
1,19,40.73177,-73.98691,1,5,32,2.92,1,12,2148
1,2,40.80864,-73.94453,1,2,7,1.24,1,1,85
0,21,40.69062,-73.92079,0,3,0,0.0,1,1,115
0,36,40.68834,-73.9989,1,2,5,2.31,1,43,7310
0,21,40.70262,-73.91679,0,2,4,0.36,2,1,65
2,124,40.68728,-73.82875,0,2,1,0.06,2,48,3600
0,20,40.73279,-73.95426,1,6,5,0.24,1,1,110
0,22,40.64661,-73.95999,1,6,2,0.11,1,202,20200
1,30,40.85622,-73.93147,1,1,0,0.0,1,1,200
1,19,40.72778,-73.98335,1,2,3,0.08,1,1,125
1,28,40.77724,-73.95883,1,3,3,0.06,1,1,75
0,6,40.69246,-73.95863,0,2,47,5.02,3,10,480
1,14,40.74491,-73.99536,0,1,1,0.03,2,1,175
1,7,40.76217,-73.99105,0,3,0,0.0,1,1,100
1,7,40.76221,-73.99795,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,18,365,117165
1,7,40.76446,-73.99343,1,"0    1
Name: minimum_nights, dtype: int64",4,0.17,31,344,43000
2,49,40.77097,-73.91107,1,3,3,0.99,1,97,33950
2,37,40.76268,-73.82252,0,1,10,5.77,6,365,36135
0,79,40.64634,-74.01419,0,2,8,0.86,2,1,50
1,51,40.76168,-73.95059,0,2,1,0.03,1,1,60
2,81,40.73136,-73.87402,0,2,3,1.67,1,1,70
0,33,40.68252,-73.99089,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,1,181,25883
1,8,40.77428,-73.98594,1,"0    1
Name: minimum_nights, dtype: int64",44,0.53,11,364,364000
1,30,40.85509,-73.93744,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,1,1,150
0,79,40.65563,-74.00197,0,1,10,0.36,3,121,8833
1,1,40.76399,-73.98077,0,3,3,0.31,2,1,139
1,28,40.77477,-73.95503,1,1,0,0.0,1,1,1000
1,1,40.75592,-73.96891,1,"0    1
Name: minimum_nights, dtype: int64",8,0.36,91,342,42750
1,11,40.73095,-74.00321,1,15,0,0.0,1,1,190
1,9,40.71631,-73.99694,1,4,8,0.17,1,350,48650
2,37,40.76199,-73.79465,1,3,75,3.07,2,174,19140
0,12,40.71283,-73.95785,1,2,1,0.03,1,1,348
0,12,40.7154,-73.95438,0,5,1,1.0,1,7,490
0,6,40.68167,-73.93608,1,2,0,0.0,1,1,87
1,2,40.81246,-73.94906,1,2,64,2.85,1,72,10584
0,15,40.67228,-73.96239,1,5,4,0.07,1,1,135
1,2,40.81982,-73.94481,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,1,325,30225
1,23,40.72165,-73.98573,1,2,6,0.1,1,1,160
0,34,40.6832,-73.98736,0,2,1,0.05,1,1,110
1,8,40.79877,-73.96259,1,3,200,4.31,1,6,1110
0,12,40.7086,-73.94715,1,2,1,0.15,1,1,241
0,6,40.69088,-73.94499,0,1,4,0.4,1,1,70
0,20,40.72097,-73.94052,0,1,14,1.6,2,1,99
2,46,40.70647,-73.79794,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,1,365,18980
0,54,40.65825,-73.92191,0,2,41,1.15,1,250,12500
1,51,40.76322,-73.94899,0,"0    1
Name: minimum_nights, dtype: int64",0,0.0,1,1,50
0,21,40.704,-73.91492,0,2,19,1.47,1,198,14850
0,21,40.70451,-73.92588,1,4,32,0.5,1,8,784
1,26,40.74086,-73.9803,1,1,1,0.02,1,1,67
0,22,40.64448,-73.96397,1,4,20,1.25,1,328,32800
1,18,40.86159,-73.92616,1,4,3,0.26,1,1,100
1,19,40.73036,-73.98701,1,2,6,2.81,1,27,3510
1,28,40.7776,-73.94634,1,1,12,3.03,1,75,12375
2,94,40.70579,-73.81001,2,1,10,4.05,9,361,10830
0,21,40.68678,-73.90769,0,1,4,1.88,2,160,8000
1,1,40.75305,-73.96947,1,2,1,0.07,4,1,365
1,7,40.76339,-73.99404,0,5,0,0.0,1,1,110
0,21,40.69455,-73.92715,0,1,3,0.13,1,1,59
0,21,40.70266,-73.92153,0,12,1,0.05,1,1,75
0,24,40.65704,-73.95757,1,1,1,0.04,1,1,250
2,37,40.75448,-73.82295,0,1,37,1.46,1,1,55
1,4,40.80002,-73.94137,1,3,10,0.51,1,1,121
1,14,40.74071,-73.99977,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,87,307,52190
1,28,40.7661,-73.9573,1,2,160,2.76,1,248,34472
2,25,40.75074,-73.94206,1,13,4,0.64,1,121,18150
2,126,40.71382,-73.91282,1,3,54,1.26,1,331,29459
0,12,40.71102,-73.95123,1,7,1,0.03,1,1,269
1,28,40.7713,-73.95443,1,1,15,0.35,1,1,175
1,7,40.7605,-73.99455,1,3,110,3.02,1,246,48954
1,30,40.83498,-73.94214,0,2,0,0.0,1,1,63
1,5,40.74962,-73.97431,1,"0    1
Name: minimum_nights, dtype: int64",2,0.17,96,337,84250
0,20,40.72586,-73.94466,0,1,8,0.92,1,1,99
1,2,40.82442,-73.9485,0,3,4,0.21,1,1,55
1,14,40.75068,-73.99811,1,"0    1
Name: minimum_nights, dtype: int64",6,0.5,1,195,33540
1,8,40.80009,-73.96218,1,14,0,0.0,1,2,260
1,7,40.76034,-73.99638,0,1,1,1.0,10,305,152500
2,39,40.7448,-73.92364,0,2,2,0.09,2,1,47
0,12,40.71621,-73.93941,0,7,0,0.0,1,1,50
1,23,40.72195,-73.98861,2,15,11,0.44,3,347,19085
2,107,40.69206,-73.74546,1,2,65,2.33,1,263,44447
0,6,40.67878,-73.94446,1,2,0,0.0,2,89,18245
1,19,40.72196,-73.98345,0,2,36,1.18,1,51,5508
0,6,40.68185,-73.9306,0,1,87,3.75,2,254,16510
1,19,40.72787,-73.9792,0,7,0,0.0,1,1,50
1,71,40.76103,-73.97996,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,1,261,65250
0,12,40.71784,-73.95611,0,4,1,0.16,1,5,1125
1,5,40.74633,-73.97586,1,5,14,1.74,1,29,4495
2,124,40.69417,-73.83072,0,2,3,0.08,5,346,17300
0,12,40.71338,-73.96833,0,1,220,3.53,2,100,8800
1,4,40.78626,-73.94429,0,4,2,0.05,1,1,40
1,52,40.72947,-73.9995,0,1,1,0.06,1,1,100
2,56,40.75718,-73.92763,0,2,5,0.61,1,354,31860
1,1,40.75529,-73.96897,1,6,15,0.24,1,1,99
0,21,40.69429,-73.91385,0,2,2,2.0,2,331,23170
1,8,40.7824,-73.98294,0,1,25,0.28,1,311,38875
1,1,40.75266,-73.97252,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,12,323,45866
0,20,40.73357,-73.95439,1,2,102,4.27,1,30,2250
1,23,40.71933,-73.99431,0,"0    1
Name: minimum_nights, dtype: int64",0,0.0,4,339,25764
0,21,40.69157,-73.90435,1,2,12,2.07,4,48,6720
0,123,40.67381,-74.00762,0,1,25,2.17,2,351,17550
3,89,40.62578,-74.07356,1,1,1,0.02,1,1,75
0,75,40.62288,-74.03082,0,3,12,1.3,1,63,5670
0,16,40.67633,-73.9793,0,1,45,1.36,2,77,3465
1,27,40.72681,-74.00455,1,2,0,0.0,1,47,9400
1,4,40.7948,-73.93457,1,3,38,0.65,3,1,264
0,3,40.69432,-73.96481,1,14,3,0.04,1,1,160
1,4,40.79236,-73.94689,1,1,1,0.16,2,7,2800
1,28,40.77643,-73.95086,1,"0    1
Name: minimum_nights, dtype: int64",3,0.09,9,353,70600
1,19,40.72626,-73.97822,0,1,4,0.09,1,1,100
0,12,40.71652,-73.94809,0,1,16,1.55,1,85,10200
1,7,40.76511,-73.98714,1,2,19,2.19,1,68,26792
2,95,40.66736,-73.83457,0,1,0,0.0,1,364,21840
0,21,40.70479,-73.92316,0,7,5,0.11,1,1,40
1,19,40.72766,-73.97715,1,1,4,0.53,1,5,750
0,6,40.67968,-73.94715,0,1,113,1.43,1,1,100
1,19,40.72919,-73.97894,1,2,1,0.03,1,1,150
2,25,40.76538,-73.93882,0,1,18,2.5,6,363,30855
1,19,40.7234,-73.98267,0,2,15,4.84,4,284,17608
0,12,40.71398,-73.94605,1,2,0,0.0,3,272,270640
0,32,40.69664,-73.99467,1,2,1,1.0,1,1,140
2,56,40.7576,-73.92698,1,4,45,0.82,1,170,22100
1,2,40.8077,-73.94345,1,4,0,0.0,1,1,130
0,22,40.63066,-73.96496,0,2,5,0.13,2,358,41170
1,2,40.81186,-73.93922,0,3,6,0.52,1,1,125
1,43,40.70711,-74.01437,1,2,4,0.11,1,1,234
0,0,40.6357,-73.97208,1,14,0,0.0,2,112,16800
0,29,40.67548,-73.96802,0,2,206,3.5,2,3,255
1,28,40.76923,-73.95034,1,"0    1
Name: minimum_nights, dtype: int64",14,0.3,1,265,42135
0,10,40.66657,-73.98725,1,7,2,0.04,1,1,190
2,106,40.5875,-73.79427,1,2,4,4.0,1,9,864
0,21,40.68863,-73.90638,1,1,1,0.09,1,1,100
0,197,40.59988,-74.00415,1,2,17,3.78,1,20,1980
1,9,40.71521,-73.99606,0,1,1,0.02,1,1,91
1,68,40.7339,-73.98548,1,"0    1
Name: minimum_nights, dtype: int64",5,0.1,39,1,185
0,6,40.69383,-73.95268,0,"0    1
Name: minimum_nights, dtype: int64",13,1.55,3,336,33600
0,12,40.70936,-73.94708,0,6,0,0.0,1,1,90
0,6,40.69379,-73.94539,1,2,37,0.88,1,1,94
2,56,40.76764,-73.91633,0,4,28,0.74,1,1,65
2,37,40.74293,-73.81868,0,1,43,3.58,4,81,4455
2,44,40.70866,-73.90578,0,1,0,0.0,1,1,69
1,19,40.72042,-73.97998,0,10,14,0.27,4,18,1530
1,8,40.80047,-73.96064,1,1,22,4.89,3,1,200
4,157,40.84605,-73.8493,1,5,0,0.0,2,1,39
2,103,40.7572,-73.89569,1,3,87,2.52,1,322,32200
1,1,40.75342,-73.98729,1,4,3,0.07,1,1,200
1,5,40.74933,-73.9767,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,91,310,62000
0,13,40.69098,-73.97989,1,"0    1
Name: minimum_nights, dtype: int64",7,0.27,2,159,26235
1,9,40.71304,-73.99484,0,1,13,4.43,4,164,14596
1,43,40.70835,-74.00702,1,2,5,0.13,1,1,349
0,6,40.68683,-73.93825,1,1,1,0.47,2,68,9520
0,12,40.70509,-73.93322,0,1,8,0.26,1,1,45
0,24,40.66113,-73.96277,1,2,11,0.94,1,1,125
1,14,40.73885,-73.99701,0,2,2,0.04,1,1,109
0,21,40.68392,-73.90654,0,6,2,0.06,1,1,35
1,28,40.77219,-73.95073,1,1,29,0.42,5,339,67461
0,12,40.70711,-73.94457,0,7,0,0.0,1,331,13240
1,14,40.74491,-74.0042,1,3,49,3.53,2,64,9600
4,99,40.8279,-73.90516,0,2,2,2.0,2,345,34500
0,79,40.65209,-74.01136,0,1,10,1.15,2,1,112
0,6,40.69414,-73.93231,0,2,0,0.0,3,1,99
0,24,40.66179,-73.95879,1,4,2,0.12,1,1,75
0,22,40.63847,-73.95693,1,2,0,0.0,1,30,5850
0,21,40.70183,-73.92028,0,1,1,0.13,1,66,3300
0,12,40.70572,-73.93387,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,1,262,28820
1,43,40.70907,-74.01371,0,3,5,0.38,1,1,89
2,124,40.70053,-73.82372,1,2,2,2.0,1,336,40320
0,15,40.67147,-73.95181,0,2,2,0.06,1,1,48
1,7,40.75577,-73.99687,0,"0    1
Name: minimum_nights, dtype: int64",3,0.26,47,288,34560
1,2,40.80756,-73.94886,1,4,4,0.21,1,1,150
0,6,40.68552,-73.93581,1,4,15,0.31,1,97,10670
1,11,40.73231,-74.00377,0,1,4,1.26,1,330,29700
4,99,40.81668,-73.89988,0,1,38,2.82,2,75,2625
2,124,40.69414,-73.82538,1,"0    1
Name: minimum_nights, dtype: int64",33,0.46,3,298,26820
1,4,40.79351,-73.93388,1,5,13,0.3,1,127,12573
2,49,40.77265,-73.91401,0,1,1,0.03,1,1,100
1,4,40.80892,-73.93985,1,14,26,0.27,3,253,28589
1,2,40.80883,-73.94577,0,"0    1
Name: minimum_nights, dtype: int64",20,0.65,1,15,1020
0,12,40.70061,-73.9552,0,2,164,2.07,2,1,65
1,28,40.77722,-73.94991,1,4,5,0.13,1,1,165
0,3,40.68059,-73.95848,1,3,10,0.76,1,4,648
0,12,40.71805,-73.93973,0,"0    1
Name: minimum_nights, dtype: int64",128,2.63,1,358,36874
1,8,40.77864,-73.98482,1,2,34,2.27,1,1,140
1,8,40.79254,-73.97531,0,1,6,0.1,1,365,91250
1,8,40.80288,-73.96629,0,1,1,0.03,1,1,75
2,56,40.77032,-73.92621,1,1,18,1.74,1,1,125
2,112,40.76868,-73.78871,0,1,16,3.61,3,142,5538
0,21,40.70295,-73.91354,0,1,1,0.03,1,1,38
0,73,40.60146,-73.94673,0,2,0,0.0,1,89,3560
1,8,40.78273,-73.97319,1,3,25,0.42,1,1,199
0,6,40.68757,-73.92923,1,3,14,1.45,1,1,145
0,6,40.69206,-73.95997,0,1,40,5.31,2,99,5445
1,4,40.79721,-73.94328,1,3,6,0.13,2,1,111
1,8,40.77915,-73.97794,0,2,3,0.06,1,1,130
1,52,40.72926,-73.99968,1,3,14,1.07,1,1,300
0,12,40.71123,-73.96148,0,3,61,1.73,2,56,5320
0,6,40.68579,-73.95038,0,"0    1
Name: minimum_nights, dtype: int64",1,0.27,8,217,13020
1,19,40.72843,-73.98895,1,1,388,3.88,1,142,19738
2,37,40.75612,-73.82517,0,2,31,0.53,2,282,15510
1,1,40.75225,-73.97177,0,3,0,0.0,1,1,499
0,15,40.66429,-73.9581,0,7,2,0.09,1,95,10925
0,24,40.65894,-73.95262,1,1,85,8.95,1,125,12500
0,15,40.67522,-73.94677,1,4,2,0.08,1,1,79
0,21,40.69374,-73.912,1,2,45,3.98,1,74,7770
0,76,40.61576,-73.99166,0,2,4,0.07,2,1,125
0,12,40.7159,-73.95905,0,2,1,0.09,1,1,75
1,23,40.71768,-73.99068,1,2,15,1.51,1,129,25800
2,183,40.65233,-73.72656,1,2,1,1.0,1,176,14080
1,26,40.74293,-73.97923,1,2,0,0.0,1,267,160200
2,126,40.74064,-73.89956,0,"0    1
Name: minimum_nights, dtype: int64",0,0.0,18,352,13728
1,64,40.72011,-73.99468,0,15,5,0.08,1,197,19700
0,12,40.71547,-73.94074,1,2,4,2.79,1,322,191590
0,79,40.64024,-74.01573,0,1,18,0.61,8,241,13014
0,22,40.65218,-73.96551,0,7,4,0.92,1,1,40
2,39,40.73747,-73.9248,1,1,92,6.3,2,147,16170
1,7,40.75768,-73.99417,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,1,333,52947
1,1,40.76435,-73.98197,1,7,0,0.0,1,227,78315
0,12,40.7122,-73.96667,0,2,0,0.0,5,211,18990
1,5,40.74763,-73.97316,0,9,5,0.27,1,86,7310
0,21,40.70037,-73.92408,1,5,4,0.44,1,1,90
1,2,40.82261,-73.95163,0,2,102,3.33,1,99,2475
1,8,40.77655,-73.98074,1,3,9,0.19,1,1,200
1,19,40.72838,-73.97926,1,2,52,4.62,1,141,36660
0,12,40.71326,-73.9644,1,5,5,0.46,1,198,34650
0,79,40.66423,-73.99565,1,5,6,0.11,1,1,119
0,16,40.67925,-73.97463,1,4,0,0.0,2,1,95
2,124,40.68929,-73.83221,0,1,11,5.0,7,179,14320
1,8,40.77866,-73.98065,1,1,0,0.0,1,1,275
0,6,40.69512,-73.94978,0,2,55,1.95,1,1,75
2,25,40.75648,-73.93389,1,3,48,4.15,1,209,16720
1,23,40.72045,-73.99004,0,2,20,0.77,3,1,98
0,12,40.71937,-73.94556,0,2,0,0.0,2,1,35
3,110,40.6011,-74.0783,2,2,0,0.0,4,82,2460
0,6,40.68928,-73.95541,0,1,53,3.29,7,264,18480
2,103,40.75739,-73.88144,0,1,127,6.94,2,80,4720
1,2,40.82297,-73.95481,0,5,1,0.16,1,18,1440
0,12,40.72055,-73.95825,1,2,0,0.0,1,95,28500
4,98,40.81058,-73.9069,0,5,0,0.0,1,179,14320
2,56,40.76254,-73.91415,0,2,7,0.15,2,1,89
1,102,40.71391,-74.00624,1,2,0,0.0,1,19,3230
0,3,40.68632,-73.96292,1,2,5,0.66,1,11,4950
0,6,40.67889,-73.9481,0,14,9,0.2,1,1,49
2,149,40.73834,-73.79209,0,1,24,4.97,5,32,1760
0,21,40.68772,-73.91386,2,1,0,0.0,2,1,20
0,10,40.66378,-73.98621,1,5,2,0.05,1,1,225
1,14,40.75,-73.99637,1,3,0,0.0,1,1,395
1,2,40.80887,-73.94756,0,2,146,2.01,1,129,10965
0,15,40.67513,-73.95714,0,2,13,0.56,2,1,55
1,23,40.7197,-73.99331,1,1,16,0.63,1,1,170
4,42,40.83212,-73.93054,0,1,56,1.09,3,355,21300
1,19,40.73082,-73.98693,1,2,44,0.64,2,1,160
2,159,40.59752,-73.76337,0,1,18,1.79,1,71,3550
1,2,40.82209,-73.95423,0,1,0,0.0,1,302,30200
0,21,40.6965,-73.91036,0,5,165,3.63,2,261,15660
2,46,40.6748,-73.79242,1,1,5,5.0,1,62,5270
2,31,40.74267,-73.8996,1,4,42,3.09,1,285,72675
1,1,40.74433,-73.98555,0,1,0,0.0,10,10,2500
1,19,40.7249,-73.98852,1,5,22,0.41,1,6,900
0,20,40.72388,-73.9404,1,3,0,0.0,2,364,54600
0,13,40.68914,-73.97406,1,1,0,0.0,2,1,200
2,56,40.76451,-73.91182,0,2,21,1.86,1,32,3200
1,9,40.71544,-73.99106,0,1,1,0.02,1,1,90
1,19,40.72709,-73.98442,1,2,18,0.28,1,363,163350
0,6,40.68937,-73.95097,1,3,17,0.33,1,35,10430
0,20,40.72897,-73.95132,0,5,13,0.17,1,241,36632
1,28,40.76835,-73.95837,0,1,19,0.62,1,1,100
0,12,40.71992,-73.96069,1,1,0,0.0,1,1,146
1,7,40.76405,-73.99004,1,4,0,0.0,1,95,28405
1,1,40.75161,-73.97017,1,"0    1
Name: minimum_nights, dtype: int64",0,0.0,33,365,63875
1,2,40.81707,-73.9349,1,3,20,0.94,1,1,120
0,15,40.66986,-73.95598,1,1,0,0.0,1,14,1680
0,3,40.69545,-73.96796,1,2,127,2.9,2,236,40120
0,15,40.67418,-73.95958,0,1,4,0.09,1,1,60
1,11,40.73142,-74.00275,1,2,2,0.31,3,14,4200
0,21,40.70046,-73.92825,0,1,0,0.0,1,1,70
